business_type,years_in_business,registered,monthly_revenue_pkr,employees,premises_owned,years_at_premises,avg_monthly_inflow_pkr,avg_monthly_outflow_pkr,net_cashflow_pkr,bounced_cheques,account_age_months,has_existing_loan,existing_installment_pkr,requested_amount_pkr,debt_burden_ratio,turnover_to_loan_ratio,repaid
retail_wholesale,3,0,2218000.0,3,0,3,1483000.0,1225000.0,258000.0,0,36,0,0.0,6575000.0,0.0,2.706664606564546,1
light_manufacturing,11,1,278000.0,5,1,9,225000.0,171000.0,54000.0,1,132,0,0.0,6991000.0,0.0,0.38620316815531514,0
textiles,17,0,889000.0,2,0,11,559000.0,395000.0,164000.0,0,200,1,187000.0,12064000.0,0.334525939177102,0.5560347121162221,1
retail_wholesale,3,1,696000.0,7,0,3,505000.0,447000.0,58000.0,0,31,0,0.0,6274000.0,0.0,0.9658630819397312,1
services,7,0,137000.0,3,1,5,89000.0,73000.0,16000.0,0,84,0,0.0,8232000.0,0.0,0.12973795946208355,1
services,5,0,174000.0,5,0,3,100000.0,77000.0,23000.0,0,58,1,34000.0,2431000.0,0.34,0.4936511682365742,0
textiles,15,0,658000.0,3,0,14,483000.0,453000.0,30000.0,0,56,0,0.0,2294000.0,0.0,2.5269774473342843,1
textiles,6,0,4713000.0,6,1,3,3772000.0,3164000.0,608000.0,0,72,0,0.0,2387000.0,0.0,18.962459659133273,1
retail_wholesale,2,0,1160000.0,2,1,2,930000.0,910000.0,20000.0,0,24,0,0.0,2000000.0,0.0,5.579791742850896,1
retail_wholesale,6,0,116000.0,2,0,6,74000.0,68000.0,6000.0,0,72,0,0.0,2188000.0,0.0,0.40586747145738794,1
textiles,13,1,100000.0,6,0,9,71000.0,67000.0,4000.0,0,66,0,0.0,3141000.0,0.0,0.2712741158269795,1
retail_wholesale,5,0,1353000.0,3,0,5,1090000.0,999000.0,91000.0,0,60,0,0.0,1512000.0,0.0,8.648863098853136,1
services,4,0,590000.0,4,0,4,308000.0,225000.0,83000.0,2,48,0,0.0,875000.0,0.0,4.223560598027202,0
services,5,0,2035000.0,4,0,5,1076000.0,773000.0,303000.0,1,56,1,338000.0,2488000.0,0.3141263940520446,5.1905447463149725,1
retail_wholesale,2,1,269000.0,2,0,2,175000.0,167000.0,8000.0,0,24,0,0.0,1320000.0,0.0,1.5911755214963823,1
textiles,5,1,923000.0,3,1,5,544000.0,402000.0,142000.0,0,60,0,0.0,1404000.0,0.0,4.648374253597435,1
retail_wholesale,4,0,1515000.0,6,0,4,985000.0,797000.0,188000.0,0,48,0,0.0,1836000.0,0.0,6.438514009385199,1
services,25,0,416000.0,4,0,3,223000.0,194000.0,29000.0,0,231,0,0.0,1600000.0,0.0,1.6727381481826429,1
retail_wholesale,1,0,424000.0,3,0,1,313000.0,238000.0,75000.0,1,12,0,0.0,3893000.0,0.0,0.9648157633064036,1
textiles,3,0,667000.0,6,0,3,512000.0,391000.0,121000.0,0,36,0,0.0,1810000.0,0.0,3.395237583584601,1
textiles,4,0,1118000.0,3,1,4,913000.0,758000.0,155000.0,0,48,0,0.0,4013000.0,0.0,2.7304605322860587,1
retail_wholesale,3,1,641000.0,7,0,3,487000.0,390000.0,97000.0,2,36,0,0.0,2263000.0,0.0,2.5822434205867295,1
services,8,0,1722000.0,7,0,3,1134000.0,1009000.0,125000.0,1,96,0,0.0,1897000.0,0.0,7.175181630602865,1
services,3,1,410000.0,5,1,3,358000.0,258000.0,100000.0,2,36,0,0.0,2199000.0,0.0,1.9534653244355529,1
textiles,1,1,172000.0,5,1,1,136000.0,114000.0,22000.0,2,12,0,0.0,921000.0,0.0,1.771164065235492,1
services,6,1,4694000.0,2,0,6,3337000.0,2499000.0,838000.0,0,62,0,0.0,2450000.0,0.0,16.346034918704724,1
light_manufacturing,5,0,355000.0,7,0,5,207000.0,180000.0,27000.0,0,46,0,0.0,3329000.0,0.0,0.746178378360414,1
retail_wholesale,3,0,368000.0,3,0,3,280000.0,205000.0,75000.0,0,36,0,0.0,3624000.0,0.0,0.9270790307895512,1
food,15,0,609000.0,1,1,4,448000.0,338000.0,110000.0,0,40,0,0.0,889000.0,0.0,6.050263796912457,1
retail_wholesale,8,1,695000.0,8,0,3,538000.0,498000.0,40000.0,0,96,1,137000.0,804000.0,0.25464684014869887,8.0305327583448,1
services,8,0,442000.0,4,1,2,359000.0,275000.0,84000.0,0,96,0,0.0,1449000.0,0.0,2.972542638440009,1
food,8,0,639000.0,2,1,8,553000.0,501000.0,52000.0,0,96,0,0.0,4590000.0,0.0,1.445658282962637,1
retail_wholesale,8,0,625000.0,3,0,8,549000.0,426000.0,123000.0,1,96,0,0.0,2284000.0,0.0,2.884978350023519,1
retail_wholesale,5,0,774000.0,4,1,5,582000.0,446000.0,136000.0,0,60,0,0.0,1256000.0,0.0,5.558297085851784,1
services,3,0,100000.0,3,0,3,89000.0,70000.0,19000.0,0,36,0,0.0,836000.0,0.0,1.2768603843933828,1
retail_wholesale,6,0,4264000.0,10,0,6,3686000.0,3489000.0,197000.0,2,72,0,0.0,1327000.0,0.0,33.33790077382326,1
services,5,0,561000.0,4,1,5,281000.0,228000.0,53000.0,1,60,0,0.0,1274000.0,0.0,2.6466363627624268,1
retail_wholesale,1,0,1162000.0,4,1,1,877000.0,674000.0,203000.0,0,12,0,0.0,3506000.0,0.0,3.0015852069545508,1
light_manufacturing,2,1,164000.0,4,0,2,94000.0,80000.0,14000.0,0,8,1,26000.0,3672000.0,0.2765957446808511,0.3072088169484848,0
retail_wholesale,4,1,406000.0,3,1,4,251000.0,203000.0,48000.0,2,48,0,0.0,1065000.0,0.0,2.8275150527569304,0
retail_wholesale,11,1,332000.0,6,1,2,205000.0,189000.0,16000.0,0,53,0,0.0,3143000.0,0.0,0.7827941884326345,1
services,7,0,2826000.0,3,0,7,1959000.0,1915000.0,44000.0,0,84,0,0.0,2955000.0,0.0,7.954513226133499,1
services,3,0,362000.0,5,1,2,182000.0,154000.0,28000.0,3,9,0,0.0,985000.0,0.0,2.2162561784131665,0
retail_wholesale,2,0,1387000.0,4,0,2,824000.0,681000.0,143000.0,0,24,0,0.0,1902000.0,0.0,5.198998128623155,1
food,13,0,339000.0,1,0,13,174000.0,139000.0,35000.0,0,98,1,80000.0,2454000.0,0.45977011494252873,0.8509239639725961,0
services,5,1,413000.0,1,1,5,314000.0,305000.0,9000.0,0,60,0,0.0,2206000.0,0.0,1.7082268879523828,1
services,1,0,508000.0,5,0,1,435000.0,363000.0,72000.0,0,12,1,28000.0,717000.0,0.06436781609195402,7.28396143536016,1
retail_wholesale,5,1,2347000.0,5,0,1,2110000.0,1582000.0,528000.0,0,14,1,390000.0,2164000.0,0.1848341232227488,11.701744625828033,0
food,10,0,100000.0,7,0,10,68000.0,66000.0,2000.0,0,120,1,11000.0,2930000.0,0.16176470588235295,0.2785251163120019,1
services,2,1,174000.0,3,1,2,105000.0,102000.0,3000.0,0,24,0,0.0,5160000.0,0.0,0.24419407978182606,1
services,6,0,100000.0,4,0,1,84000.0,69000.0,15000.0,0,72,1,8000.0,1339000.0,0.09523809523809523,0.7528386948304999,0
services,7,0,219000.0,7,1,7,119000.0,95000.0,24000.0,1,84,0,0.0,1442000.0,0.0,0.9904455142108318,1
textiles,2,0,289000.0,4,0,2,257000.0,229000.0,28000.0,2,24,0,0.0,1764000.0,0.0,1.7478742489135017,0
retail_wholesale,14,1,129000.0,3,1,10,102000.0,95000.0,7000.0,0,57,1,14000.0,2382000.0,0.13725490196078433,0.5138866571317883,0
services,7,0,312000.0,2,0,7,219000.0,184000.0,35000.0,1,84,0,0.0,2120000.0,0.0,1.239694848594474,1
services,4,0,100000.0,1,1,4,54000.0,43000.0,11000.0,0,48,0,0.0,2874000.0,0.0,0.22546359913591957,1
services,5,0,235000.0,5,0,5,119000.0,93000.0,26000.0,0,60,0,0.0,1018000.0,0.0,1.4024765087029631,1
retail_wholesale,2,0,2159000.0,8,0,2,1550000.0,1227000.0,323000.0,0,24,0,0.0,2538000.0,0.0,7.329462515811259,1
retail_wholesale,2,1,973000.0,4,0,2,648000.0,475000.0,173000.0,1,24,0,0.0,1281000.0,0.0,6.069183698542983,1
services,4,0,784000.0,5,1,4,656000.0,602000.0,54000.0,0,48,0,0.0,1835000.0,0.0,4.289479171922076,1
retail_wholesale,4,1,238000.0,5,0,4,180000.0,131000.0,49000.0,0,48,0,0.0,5573000.0,0.0,0.38757452146613913,1
light_manufacturing,5,1,140000.0,8,0,5,94000.0,76000.0,18000.0,0,60,1,24000.0,864000.0,0.2553191489361702,1.3050543113162645,1
retail_wholesale,15,0,208000.0,3,0,1,123000.0,115000.0,8000.0,0,68,0,0.0,1691000.0,0.0,0.8727283208790622,1
services,9,0,623000.0,4,0,6,431000.0,350000.0,81000.0,0,108,1,131000.0,931000.0,0.3039443155452436,5.55611844875954,0
services,1,1,1549000.0,3,1,1,875000.0,685000.0,190000.0,0,12,0,0.0,2192000.0,0.0,4.789314506408738,0
retail_wholesale,13,1,1603000.0,5,0,13,1229000.0,1187000.0,42000.0,1,127,0,0.0,3751000.0,0.0,3.9314981055226887,0
retail_wholesale,4,1,1221000.0,3,1,4,906000.0,666000.0,240000.0,0,48,1,132000.0,2214000.0,0.1456953642384106,4.909884533751408,1
textiles,10,1,311000.0,6,1,10,256000.0,243000.0,13000.0,0,120,1,51000.0,1865000.0,0.19921875,1.6474211843853628,1
textiles,4,0,666000.0,2,1,4,453000.0,325000.0,128000.0,1,48,0,0.0,4438000.0,0.0,1.2248947455408592,1
retail_wholesale,6,1,471000.0,5,0,6,288000.0,235000.0,53000.0,1,72,0,0.0,2439000.0,0.0,1.4171718199800931,1
textiles,2,0,532000.0,2,0,2,444000.0,389000.0,55000.0,2,24,0,0.0,3270000.0,0.0,1.629200036003588,1
light_manufacturing,7,1,4985000.0,4,0,7,3870000.0,3110000.0,760000.0,0,84,1,1195000.0,3072000.0,0.3087855297157623,15.117598732676116,1
food,11,1,112000.0,3,1,2,87000.0,74000.0,13000.0,0,33,0,0.0,500000.0,0.0,2.088,0
retail_wholesale,1,0,514000.0,6,0,1,366000.0,277000.0,89000.0,1,12,1,54000.0,1910000.0,0.14754098360655737,2.2993783574186497,1
retail_wholesale,11,1,2184000.0,3,0,0,1857000.0,1596000.0,261000.0,0,132,0,0.0,1047000.0,0.0,21.275718223529655,1
retail_wholesale,3,0,150000.0,5,0,3,89000.0,66000.0,23000.0,0,36,0,0.0,1216000.0,0.0,0.8782980278070021,0
retail_wholesale,18,0,341000.0,2,1,1,226000.0,209000.0,17000.0,0,87,0,0.0,4845000.0,0.0,0.5597794148664202,1
retail_wholesale,10,0,383000.0,3,0,10,313000.0,270000.0,43000.0,0,90,0,0.0,1597000.0,0.0,2.351587678668085,1
services,9,0,520000.0,4,0,0,288000.0,240000.0,48000.0,0,108,0,0.0,6226000.0,0.0,0.5551170719102095,1
retail_wholesale,5,1,132000.0,3,0,5,108000.0,77000.0,31000.0,0,60,0,0.0,859000.0,0.0,1.5079460144862535,0
light_manufacturing,25,0,1179000.0,3,0,8,756000.0,635000.0,121000.0,0,137,0,0.0,1044000.0,0.0,8.690652602787031,1
retail_wholesale,4,0,1266000.0,5,1,4,696000.0,597000.0,99000.0,0,48,1,305000.0,3160000.0,0.4382183908045977,2.6430761680943657,1
retail_wholesale,2,0,1081000.0,4,0,2,575000.0,445000.0,130000.0,0,19,1,104000.0,1630000.0,0.1808695652173913,4.234211579052535,0
services,3,1,272000.0,2,1,3,228000.0,203000.0,25000.0,1,36,0,0.0,2405000.0,0.0,1.1376371286537637,1
services,12,1,709000.0,4,0,12,575000.0,415000.0,160000.0,0,20,0,0.0,1870000.0,0.0,3.690486628003626,1
retail_wholesale,6,1,264000.0,4,0,6,163000.0,124000.0,39000.0,0,72,0,0.0,1836000.0,0.0,1.0653465377918279,1
retail_wholesale,6,1,466000.0,6,1,6,255000.0,231000.0,24000.0,0,16,0,0.0,1666000.0,0.0,1.8364041195101324,1
retail_wholesale,4,0,5600000.0,4,0,4,3354000.0,2486000.0,868000.0,0,36,0,0.0,2227000.0,0.0,18.069349704571465,1
food,5,1,715000.0,6,1,5,419000.0,322000.0,97000.0,3,48,0,0.0,2939000.0,0.0,1.7106820277799302,1
food,4,1,198000.0,5,1,4,157000.0,139000.0,18000.0,0,48,0,0.0,5269000.0,0.0,0.3575774507029812,1
retail_wholesale,9,1,778000.0,3,0,7,456000.0,412000.0,44000.0,0,100,0,0.0,1771000.0,0.0,3.0894853417385844,1
retail_wholesale,5,0,168000.0,4,0,1,99000.0,71000.0,28000.0,0,60,1,29000.0,1579000.0,0.29292929292929293,0.7522451714987846,0
food,3,1,196000.0,1,0,2,101000.0,74000.0,27000.0,0,36,0,0.0,1462000.0,0.0,0.8291133857804908,1
light_manufacturing,11,0,229000.0,4,0,1,170000.0,140000.0,30000.0,0,129,0,0.0,4831000.0,0.0,0.42228802007590793,1
services,2,1,417000.0,2,1,0,323000.0,280000.0,43000.0,1,24,0,0.0,3026000.0,0.0,1.2807701481017817,1
food,6,0,1659000.0,3,0,3,1263000.0,1045000.0,218000.0,0,72,0,0.0,640000.0,0.0,23.680913081545608,1
retail_wholesale,1,1,1159000.0,4,0,1,843000.0,743000.0,100000.0,1,12,0,0.0,623000.0,0.0,16.229710920291932,0
retail_wholesale,2,0,1097000.0,1,1,2,972000.0,886000.0,86000.0,0,24,0,0.0,1215000.0,0.0,9.59646424102609,0
retail_wholesale,4,1,217000.0,1,0,4,149000.0,144000.0,5000.0,0,48,0,0.0,2296000.0,0.0,0.7786942735842514,1
services,4,1,378000.0,3,0,4,319000.0,255000.0,64000.0,1,29,0,0.0,1960000.0,0.0,1.9528256530580577,0
services,4,1,853000.0,3,1,4,647000.0,482000.0,165000.0,0,48,0,0.0,2724000.0,0.0,2.850468462673206,1
services,10,1,347000.0,1,0,2,185000.0,143000.0,42000.0,2,120,0,0.0,1800000.0,0.0,1.2332168500720035,1
light_manufacturing,11,1,492000.0,2,0,11,405000.0,300000.0,105000.0,0,35,1,84000.0,4626000.0,0.2074074074074074,1.0506825436182048,1
light_manufacturing,7,0,1011000.0,2,1,6,742000.0,601000.0,141000.0,0,30,0,0.0,3179000.0,0.0,2.801308434728985,1
light_manufacturing,2,0,459000.0,8,0,2,349000.0,330000.0,19000.0,0,24,0,0.0,2095000.0,0.0,1.998766315888642,1
retail_wholesale,5,1,815000.0,2,1,5,466000.0,371000.0,95000.0,0,34,0,0.0,3976000.0,0.0,1.406333785577873,1
retail_wholesale,20,0,3196000.0,3,1,17,2157000.0,1600000.0,557000.0,1,148,0,0.0,744000.0,0.0,34.807106344121266,1
retail_wholesale,25,0,547000.0,5,0,5,466000.0,394000.0,72000.0,0,88,0,0.0,1900000.0,0.0,2.942426708588437,1
textiles,11,1,2114000.0,3,0,11,1239000.0,1211000.0,28000.0,0,132,0,0.0,2172000.0,0.0,6.84526168564105,0
retail_wholesale,2,1,1137000.0,4,1,2,569000.0,428000.0,141000.0,1,24,0,0.0,2870000.0,0.0,2.3789583514017068,0
services,5,1,150000.0,7,0,1,90000.0,83000.0,7000.0,1,20,1,29000.0,715000.0,0.32222222222222224,1.5112142432301752,0
textiles,7,1,216000.0,4,0,1,150000.0,140000.0,10000.0,2,84,0,0.0,1711000.0,0.0,1.0522004399799343,1
textiles,6,0,282000.0,2,0,3,234000.0,190000.0,44000.0,2,72,0,0.0,2543000.0,0.0,1.1041202099957412,1
retail_wholesale,12,0,276000.0,3,0,12,209000.0,183000.0,26000.0,0,76,1,42000.0,2663000.0,0.20095693779904306,0.941803303411684,1
retail_wholesale,10,0,594000.0,2,0,7,515000.0,423000.0,92000.0,0,120,0,0.0,4075000.0,0.0,1.5166336670016263,1
retail_wholesale,2,0,1202000.0,6,1,0,820000.0,634000.0,186000.0,4,24,0,0.0,3158000.0,0.0,3.115548845372692,1
services,3,0,2280000.0,2,0,3,1497000.0,1227000.0,270000.0,0,36,0,0.0,1928000.0,0.0,9.315970675762516,1
textiles,11,1,885000.0,6,0,11,524000.0,381000.0,143000.0,0,88,0,0.0,2999000.0,0.0,2.097008122279538,1
services,15,1,416000.0,5,0,8,244000.0,219000.0,25000.0,2,43,0,0.0,1772000.0,0.0,1.6520064787818878,1
retail_wholesale,7,1,100000.0,4,1,7,79000.0,74000.0,5000.0,0,84,0,0.0,2184000.0,0.0,0.4340427146185059,1
retail_wholesale,16,1,698000.0,7,1,10,371000.0,292000.0,79000.0,2,192,1,169000.0,3222000.0,0.4555256064690027,1.3817141178467298,0
retail_wholesale,6,1,667000.0,6,1,6,398000.0,342000.0,56000.0,0,72,1,48000.0,1946000.0,0.12060301507537688,2.4537971243155217,0
services,3,0,780000.0,3,0,3,667000.0,510000.0,157000.0,2,36,0,0.0,2485000.0,0.0,3.220705479084753,1
services,9,1,5341000.0,2,0,9,3903000.0,2871000.0,1032000.0,0,47,0,0.0,3561000.0,0.0,13.153918458043298,1
retail_wholesale,25,1,2247000.0,3,0,6,1166000.0,1033000.0,133000.0,0,192,0,0.0,3066000.0,0.0,4.563270770830351,1
light_manufacturing,2,0,1425000.0,12,0,2,1114000.0,822000.0,292000.0,1,24,0,0.0,4192000.0,0.0,3.1887643708690776,1
retail_wholesale,16,1,248000.0,8,1,0,175000.0,161000.0,14000.0,0,167,1,24000.0,8087000.0,0.13714285714285715,0.2596868454143486,1
services,9,0,389000.0,4,1,9,328000.0,255000.0,73000.0,0,32,0,0.0,3049000.0,0.0,1.2907986490755343,1
retail_wholesale,3,1,591000.0,3,0,3,457000.0,425000.0,32000.0,2,36,1,40000.0,1516000.0,0.087527352297593,3.6163423409465736,0
retail_wholesale,1,0,299000.0,2,0,1,150000.0,120000.0,30000.0,3,12,0,0.0,2719000.0,0.0,0.6620234211106719,1
services,1,1,1072000.0,5,0,1,624000.0,501000.0,123000.0,3,12,1,99000.0,2650000.0,0.15865384615384615,2.8260034603225748,1
retail_wholesale,4,0,929000.0,2,1,4,560000.0,510000.0,50000.0,0,48,0,0.0,2890000.0,0.0,2.325266271524997,1
retail_wholesale,8,1,219000.0,8,0,2,171000.0,144000.0,27000.0,0,94,0,0.0,4905000.0,0.0,0.41838969269132564,1
retail_wholesale,11,1,2151000.0,2,0,5,1514000.0,1145000.0,369000.0,0,44,1,370000.0,728000.0,0.24438573315719947,24.952687445259222,1
retail_wholesale,13,0,720000.0,6,1,7,575000.0,539000.0,36000.0,0,69,0,0.0,4960000.0,0.0,1.3910674975536226,1
services,7,1,115000.0,2,1,7,81000.0,64000.0,17000.0,0,84,0,0.0,6070000.0,0.0,0.16012559932477413,1
services,6,1,617000.0,4,0,6,390000.0,284000.0,106000.0,0,72,0,0.0,2812000.0,0.0,1.6641400964072905,1
services,4,0,861000.0,2,0,4,466000.0,380000.0,86000.0,0,48,0,0.0,2853000.0,0.0,1.9599300339435226,1
retail_wholesale,8,1,1719000.0,6,0,8,999000.0,860000.0,139000.0,0,96,0,0.0,1730000.0,0.0,6.929210302532926,1
textiles,3,0,464000.0,2,0,3,306000.0,266000.0,40000.0,0,27,0,0.0,2008000.0,0.0,1.8290466929532783,0
retail_wholesale,2,0,1488000.0,4,0,1,1072000.0,1001000.0,71000.0,0,24,1,223000.0,3040000.0,0.2080223880597015,4.23132099550944,0
retail_wholesale,6,1,784000.0,5,1,6,686000.0,584000.0,102000.0,0,72,0,0.0,2925000.0,0.0,2.8144036230032397,1
retail_wholesale,10,0,174000.0,3,0,0,104000.0,79000.0,25000.0,1,36,1,24000.0,3082000.0,0.23076923076923078,0.40493417797004083,0
light_manufacturing,2,1,158000.0,3,0,2,121000.0,94000.0,27000.0,3,24,0,0.0,2913000.0,0.0,0.49847272405301857,0
services,4,0,1997000.0,5,0,4,1121000.0,816000.0,305000.0,0,48,0,0.0,3429000.0,0.0,3.923352935252429,1
services,6,1,2149000.0,2,0,2,1688000.0,1529000.0,159000.0,3,72,1,513000.0,3206000.0,0.30390995260663506,6.317443794275197,0
food,6,1,898000.0,3,0,6,453000.0,331000.0,122000.0,2,72,1,202000.0,1082000.0,0.445916114790287,5.025402322327897,0
food,9,1,2901000.0,4,1,9,2211000.0,1923000.0,288000.0,0,108,1,389000.0,3295000.0,0.1759384893713252,8.051380319550692,1
food,19,0,1870000.0,5,0,12,1057000.0,917000.0,140000.0,0,73,1,230000.0,6100000.0,0.21759697256385999,2.079322680413873,1
textiles,1,0,1288000.0,3,0,1,737000.0,678000.0,59000.0,0,12,0,0.0,1968000.0,0.0,4.493213438386986,1
retail_wholesale,20,0,261000.0,4,1,1,189000.0,136000.0,53000.0,0,227,1,53000.0,4918000.0,0.2804232804232804,0.46119387858067007,1
retail_wholesale,19,0,3672000.0,5,1,1,2387000.0,1807000.0,580000.0,0,28,0,0.0,1153000.0,0.0,24.83301447076888,1
retail_wholesale,11,0,1111000.0,2,0,11,765000.0,730000.0,35000.0,0,132,0,0.0,1965000.0,0.0,4.672702489469781,1
light_manufacturing,7,0,442000.0,6,1,2,276000.0,237000.0,39000.0,2,84,0,0.0,1361000.0,0.0,2.4329388917088313,1
food,3,0,333000.0,4,1,3,294000.0,243000.0,51000.0,0,31,1,67000.0,4575000.0,0.22789115646258504,0.7710910693824444,1
light_manufacturing,11,0,840000.0,5,0,10,518000.0,471000.0,47000.0,0,128,0,0.0,5352000.0,0.0,1.1614781949374724,1
retail_wholesale,7,1,122000.0,4,0,3,88000.0,84000.0,4000.0,4,14,0,0.0,1884000.0,0.0,0.560379344762914,0
textiles,5,0,1309000.0,3,0,5,1101000.0,852000.0,249000.0,3,60,0,0.0,4038000.0,0.0,3.271803668323125,1
retail_wholesale,11,0,250000.0,2,0,11,192000.0,183000.0,9000.0,1,132,1,51000.0,5384000.0,0.265625,0.42789543907717453,1
retail_wholesale,12,1,942000.0,4,0,12,592000.0,432000.0,160000.0,1,92,0,0.0,1961000.0,0.0,3.622854097460124,1
retail_wholesale,15,1,386000.0,5,0,1,278000.0,271000.0,7000.0,4,125,0,0.0,2162000.0,0.0,1.5430706146613125,1
retail_wholesale,3,1,499000.0,3,1,3,266000.0,198000.0,68000.0,0,36,0,0.0,3106000.0,0.0,1.0277082027256634,1
services,14,0,305000.0,4,0,14,219000.0,170000.0,49000.0,2,133,0,0.0,1206000.0,0.0,2.178417528777813,1
retail_wholesale,5,1,553000.0,3,1,5,372000.0,270000.0,102000.0,0,60,0,0.0,2137000.0,0.0,2.0893217408345985,1
textiles,7,0,4300000.0,6,0,7,3454000.0,3195000.0,259000.0,0,56,0,0.0,7234000.0,0.0,5.729453696356323,1
food,8,0,2597000.0,2,0,8,2179000.0,2126000.0,53000.0,0,96,0,0.0,1482000.0,0.0,17.648197214494147,1
retail_wholesale,13,0,927000.0,2,0,7,537000.0,421000.0,116000.0,0,89,0,0.0,3338000.0,0.0,1.9303600507896015,1
textiles,10,1,634000.0,1,0,6,338000.0,267000.0,71000.0,0,120,1,100000.0,2739000.0,0.2958579881656805,1.481073878211752,1
retail_wholesale,4,0,1512000.0,8,0,4,992000.0,772000.0,220000.0,0,48,0,0.0,1813000.0,0.0,6.566538589526217,1
light_manufacturing,1,0,2012000.0,4,0,1,1436000.0,1067000.0,369000.0,0,12,1,257000.0,2284000.0,0.1789693593314763,7.543059614351956,1
services,9,1,283000.0,4,1,9,184000.0,169000.0,15000.0,0,94,0,0.0,5724000.0,0.0,0.38572445681637924,1
services,7,1,602000.0,7,0,7,452000.0,324000.0,128000.0,0,84,0,0.0,2788000.0,0.0,1.9455176432126953,1
food,2,1,105000.0,4,1,2,74000.0,72000.0,2000.0,1,24,0,0.0,3062000.0,0.0,0.2900152153926727,0
retail_wholesale,7,1,1998000.0,1,0,7,1748000.0,1677000.0,71000.0,0,84,0,0.0,5226000.0,0.0,4.013703449956446,1
light_manufacturing,6,0,5126000.0,3,0,6,3402000.0,2494000.0,908000.0,0,72,1,318000.0,1681000.0,0.09347442680776014,24.282822937695567,1
retail_wholesale,15,0,704000.0,2,0,4,375000.0,318000.0,57000.0,0,180,1,159000.0,1067000.0,0.424,4.216811029308573,0
retail_wholesale,21,0,100000.0,7,1,19,62000.0,61000.0,1000.0,1,64,0,0.0,5779000.0,0.0,0.12875165828172755,1
retail_wholesale,12,0,1195000.0,7,0,12,887000.0,833000.0,54000.0,0,19,0,0.0,2171000.0,0.0,4.903435603415414,1
services,6,0,263000.0,5,0,6,159000.0,143000.0,16000.0,0,72,1,47000.0,3419000.0,0.29559748427672955,0.5580804688311052,0
textiles,6,0,335000.0,2,1,6,203000.0,143000.0,60000.0,0,20,0,0.0,1266000.0,0.0,1.9243873948675008,1
services,3,0,1216000.0,5,0,3,773000.0,556000.0,217000.0,2,36,0,0.0,2525000.0,0.0,3.6735829103885767,0
services,3,1,838000.0,4,0,3,669000.0,617000.0,52000.0,4,36,1,189000.0,1036000.0,0.2825112107623318,7.751977106073888,1
retail_wholesale,5,0,399000.0,2,1,4,350000.0,282000.0,68000.0,1,60,0,0.0,2078000.0,0.0,2.0212041363029303,1
light_manufacturing,5,1,339000.0,4,0,3,217000.0,193000.0,24000.0,1,60,0,0.0,1356000.0,0.0,1.9206342209249614,1
retail_wholesale,2,0,737000.0,4,0,2,426000.0,386000.0,40000.0,0,24,0,0.0,1181000.0,0.0,4.327699629559458,1
textiles,15,0,432000.0,3,1,9,288000.0,236000.0,52000.0,0,175,1,43000.0,1667000.0,0.14930555555555555,2.0726713281675684,1
retail_wholesale,16,0,214000.0,6,0,15,137000.0,101000.0,36000.0,0,129,0,0.0,505000.0,0.0,3.254437669842245,1
light_manufacturing,15,1,466000.0,6,1,9,418000.0,338000.0,80000.0,0,91,0,0.0,997000.0,0.0,5.030035719794328,1
retail_wholesale,17,0,913000.0,5,0,12,626000.0,591000.0,35000.0,4,7,1,168000.0,3198000.0,0.268370607028754,2.3488035423495273,0
